TUXJES_STARTED_ENDED_ALL_IN_1.pl
SERVER;JOB_NUMBER;JOB_NAME;DOMAIN;CLASS;PART_OF_DAY;STARTED;ENDED;RUNTIME_SECONDS;RETURN_CODE
dione;06315330;PO7710TO;FO;C;1;2020-11-16 00:00:03;2020-11-16 00:00:05;2;C0020
dione;06315331;PTIMSCFG;FO;9;1;2020-11-16 00:00:03;2020-11-16 00:00:05;2;C0000
dione;06315332;PTCDCCHK;FO;A;1;2020-11-16 00:00:11;2020-11-16 00:00:13;2;C0000
dione;06315333;PO7710TO;FO;C;1;2020-11-16 00:01:03;2020-11-16 00:01:07;4;C0020
dione;06315334;PTIMSSTF;FO;9;1;2020-11-16 00:01:04;2020-11-16 00:01:08;4;C0000
dione;06315335;PTIMSSBR;FO;9;1;2020-11-16 00:01:05;2020-11-16 00:01:08;3;C0000
dione;06315336;POCP07PV;FO;S;1;2020-11-16 00:01:49;2020-11-16 00:01:53;4;C0000
dione;06315337;PO7710TO;FO;C;1;2020-11-16 00:02:02;2020-11-16 00:02:04;2;C0020
dione;06315338;PO7710TO;FO;C;1;2020-11-16 00:03:02;2020-11-16 00:03:04;2;C0020
dione;06315339;POCP07PV;FO;S;1;2020-11-16 00:03:17;2020-11-16 00:03:21;4;C0000
dione;06315340;PO7710TO;FO;C;1;2020-11-16 00:04:02;2020-11-16 00:04:04;2;C0020
dione;06315341;PO7710TO;FO;C;1;2020-11-16 00:05:03;2020-11-16 00:05:05;2;C0020
dione;06315342;PTIMSCFG;FO;9;1;2020-11-16 00:05:03;2020-11-16 00:05:05;2;C0000
dione;06315343;POCP07PV;FO;S;1;2020-11-16 00:05:40;2020-11-16 00:05:44;4;C0000
dione;06315344;POCP07PV;FO;S;1;2020-11-16 00:06:41;2020-11-16 00:06:44;3;C0000
dione;06315345;POCP07PV;FO;S;1;2020-11-16 00:05:54;2020-11-16 00:05:58;4;C0000
dione;06315346;PTIMSSTF;FO;9;1;2020-11-16 00:06:02;2020-11-16 00:06:05;3;C0000
dione;06315347;PTIMSSBR;FO;9;1;2020-11-16 00:06:04;2020-11-16 00:06:06;2;C0000
dione;06315348;PO7710TO;FO;C;1;2020-11-16 00:06:05;2020-11-16 00:06:07;2;C0020
dione;06315349;POCP07PV;FO;S;1;2020-11-16 00:06:06;2020-11-16 00:06:09;3;C0000
dione;06315350;PO7700WB;FO;C;1;2020-11-16 00:06:40;2020-11-16 00:06:43;3;C0000
dione;06315351;POCP07PV;FO;S;1;2020-11-16 00:06:50;2020-11-16 00:06:54;4;C0000
dione;06315352;PO7710TO;FO;C;1;2020-11-16 00:07:02;2020-11-16 00:07:04;2;C0020
dione;06315353;PO7710TO;FO;C;1;2020-11-16 00:08:02;2020-11-16 00:08:04;2;C0020
dione;06315354;POCP07PV;FO;S;1;2020-11-16 00:08:55;2020-11-16 00:08:59;4;C0000
dione;06315355;PO7710TO;FO;C;1;2020-11-16 00:09:01;2020-11-16 00:09:04;3;C0020
dione;06315356;PO7710TO;FO;C;1;2020-11-16 00:10:03;2020-11-16 00:10:06;3;C0020
dione;06315357;PTIMSCFG;FO;9;1;2020-11-16 00:10:04;2020-11-16 00:10:06;2;C0000
dione;06315358;PTIMSSBR;FO;9;1;2020-11-16 00:11:03;2020-11-16 00:11:05;2;C0000
dione;06315359;PTIMSSTF;FO;9;1;2020-11-16 00:11:03;2020-11-16 00:11:06;3;C0000
dione;06315360;PO7710TO;FO;C;1;2020-11-16 00:11:04;2020-11-16 00:11:06;2;C0020
dione;06315361;PO7710TO;FO;C;1;2020-11-16 00:12:02;2020-11-16 00:12:04;2;C0020
dione;06315362;PO7710TO;FO;C;1;2020-11-16 00:13:02;2020-11-16 00:13:04;2;C0020
dione;06315363;PO7710TO;FO;C;1;2020-11-16 00:14:02;2020-11-16 00:14:05;3;C0020
dione;06315364;PO7710TO;FO;C;1;2020-11-16 00:15:03;2020-11-16 00:15:06;3;C0020
dione;06315365;PTIMSCFG;FO;9;1;2020-11-16 00:15:04;2020-11-16 00:15:06;2;C0000
dione;06315366;PTCDCCHK;FO;A;1;2020-11-16 00:15:11;2020-11-16 00:15:13;2;C0000
dione;06315367;PTIMSSBR;FO;9;1;2020-11-16 00:16:03;2020-11-16 00:16:05;2;C0000
dione;06315368;PO7710TO;FO;C;1;2020-11-16 00:16:03;2020-11-16 00:16:06;3;C0020
dione;06315369;PTIMSSTF;FO;9;1;2020-11-16 00:16:04;2020-11-16 00:16:06;2;C0000
dione;06315370;PO7710TO;FO;C;1;2020-11-16 00:17:02;2020-11-16 00:17:04;2;C0020
dione;06315371;PO7710TO;FO;C;1;2020-11-16 00:18:02;2020-11-16 00:18:04;2;C0020
dione;06315372;PO7710TO;FO;C;1;2020-11-16 00:19:02;2020-11-16 00:19:04;2;C0020
dione;06315373;PTIMSCFG;FO;9;1;2020-11-16 00:20:02;2020-11-16 00:20:05;3;C0000
dione;06315374;PO7710TO;FO;C;1;2020-11-16 00:20:03;2020-11-16 00:20:05;2;C0020
dione;06315375;PO7710TO;FO;C;1;2020-11-16 00:21:03;2020-11-16 00:21:06;3;C0020
dione;06315376;PTIMSSTF;FO;9;1;2020-11-16 00:21:04;2020-11-16 00:21:07;3;C0000
dione;06315377;PTIMSSBR;FO;9;1;2020-11-16 00:21:05;2020-11-16 00:21:08;3;C0000
dione;06315378;PO7710TO;FO;C;1;2020-11-16 00:22:02;2020-11-16 00:22:05;3;C0020
dione;06315379;PO7710TO;FO;C;1;2020-11-16 00:23:02;2020-11-16 00:23:05;3;C0020
dione;06315380;PO7710TO;FO;C;1;2020-11-16 00:24:02;2020-11-16 00:24:05;3;C0020
dione;06315381;PTIMSCFG;FO;9;1;2020-11-16 00:25:03;2020-11-16 00:25:05;2;C0000
dione;06315382;PO7710TO;FO;C;1;2020-11-16 00:25:03;2020-11-16 00:25:06;3;C0020
dione;06315383;POCP07PV;FO;S;1;2020-11-16 00:25:11;2020-11-16 00:25:15;4;C0000
dione;06315384;POCP07PV;FO;S;1;2020-11-16 00:26:12;2020-11-16 00:26:16;4;C0000
dione;06315385;PO7710TO;FO;C;1;2020-11-16 00:26:04;2020-11-16 00:26:06;2;C0020
dione;06315386;PTIMSSTF;FO;9;1;2020-11-16 00:26:04;2020-11-16 00:26:07;3;C0000
dione;06315387;PTIMSSBR;FO;9;1;2020-11-16 00:26:05;2020-11-16 00:26:07;2;C0000
dione;06315388;PO7710TO;FO;C;1;2020-11-16 00:27:02;2020-11-16 00:27:04;2;C0020
dione;06315389;PO7710TO;FO;C;1;2020-11-16 00:28:02;2020-11-16 00:28:05;3;C0020
dione;06315390;PO7710TO;FO;C;1;2020-11-16 00:29:02;2020-11-16 00:29:04;2;C0020
dione;06315391;PTIMSCFG;FO;9;1;2020-11-16 00:30:04;2020-11-16 00:30:06;2;C0000
dione;06315392;PO7710TO;FO;C;1;2020-11-16 00:30:04;2020-11-16 00:30:07;3;C0020
dione;06315393;PTCDCCHK;FO;A;1;2020-11-16 00:30:10;2020-11-16 00:30:12;2;C0000
dione;06315394;PTIMSSBR;FO;9;1;2020-11-16 00:31:03;2020-11-16 00:31:05;2;C0000
dione;06315395;PTIMSSTF;FO;9;1;2020-11-16 00:31:03;2020-11-16 00:31:06;3;C0000
dione;06315396;PO7710TO;FO;C;1;2020-11-16 00:31:04;2020-11-16 00:31:07;3;C0020
dione;06315397;POCP07PV;FO;S;1;2020-11-16 00:31:06;2020-11-16 00:31:09;3;C0000
dione;06315398;PO7700WB;FO;C;1;2020-11-16 00:31:24;2020-11-16 00:31:27;3;C0000
dione;06315399;PO7710TO;FO;C;1;2020-11-16 00:32:02;2020-11-16 00:32:05;3;C0020
dione;06315400;PO7710TO;FO;C;1;2020-11-16 00:33:02;2020-11-16 00:33:05;3;C0020
dione;06315401;PO7710TO;FO;C;1;2020-11-16 00:34:02;2020-11-16 00:34:04;2;C0020
dione;06315402;PO7710TO;FO;C;1;2020-11-16 00:35:02;2020-11-16 00:35:05;3;C0020
dione;06315403;PTIMSCFG;FO;9;1;2020-11-16 00:35:03;2020-11-16 00:35:05;2;C0000
dione;06315404;PO7710TO;FO;C;1;2020-11-16 00:36:03;2020-11-16 00:36:05;2;C0020
dione;06315405;PTIMSSBR;FO;9;1;2020-11-16 00:36:04;2020-11-16 00:36:06;2;C0000
dione;06315406;PTIMSSTF;FO;9;1;2020-11-16 00:36:04;2020-11-16 00:36:07;3;C0000
dione;06315407;POCP07PV;FO;S;1;2020-11-16 00:36:22;2020-11-16 00:36:26;4;C0000
dione;06315408;PO7700WB;FO;C;1;2020-11-16 00:36:40;2020-11-16 00:36:42;2;C0000
dione;06315409;PO7710TO;FO;C;1;2020-11-16 00:37:02;2020-11-16 00:37:04;2;C0020
dione;06315410;PO7710TO;FO;C;1;2020-11-16 00:38:03;2020-11-16 00:38:06;3;C0020
dione;06315411;PO7710TO;FO;C;1;2020-11-16 00:39:02;2020-11-16 00:39:05;3;C0020
dione;06315412;PO7710TO;FO;C;1;2020-11-16 00:40:03;2020-11-16 00:40:05;2;C0020
dione;06315413;PTIMSCFG;FO;9;1;2020-11-16 00:40:03;2020-11-16 00:40:05;2;C0000
dione;06315414;PTIMSSBR;FO;9;1;2020-11-16 00:41:03;2020-11-16 00:41:05;2;C0000
dione;06315415;PTIMSSTF;FO;9;1;2020-11-16 00:41:03;2020-11-16 00:41:05;2;C0000
dione;06315416;PO7710TO;FO;C;1;2020-11-16 00:41:04;2020-11-16 00:41:07;3;C0020
dione;06315417;PO7710TO;FO;C;1;2020-11-16 00:42:02;2020-11-16 00:42:04;2;C0020
dione;06315418;PO7710TO;FO;C;1;2020-11-16 00:43:02;2020-11-16 00:43:05;3;C0020
dione;06315419;PO7710TO;FO;C;1;2020-11-16 00:44:01;2020-11-16 00:44:04;3;C0020
dione;06315420;PO7710TO;FO;C;1;2020-11-16 00:45:03;2020-11-16 00:45:05;2;C0020
dione;06315421;PTIMSCFG;FO;9;1;2020-11-16 00:45:03;2020-11-16 00:45:06;3;C0000
dione;06315422;PTCDCCHK;FO;A;1;2020-11-16 00:45:10;2020-11-16 00:45:12;2;C0000
dione;06315423;PO7710TO;FO;C;1;2020-11-16 00:46:03;2020-11-16 00:46:05;2;C0020
dione;06315424;PTIMSSBR;FO;9;1;2020-11-16 00:46:03;2020-11-16 00:46:06;3;C0000
dione;06315425;PTIMSSTF;FO;9;1;2020-11-16 00:46:04;2020-11-16 00:46:07;3;C0000
dione;06315426;POCP07PV;FO;S;1;2020-11-16 00:46:11;2020-11-16 00:46:15;4;C0000
dione;06315427;POCP07PV;FO;S;1;2020-11-16 00:47:13;2020-11-16 00:47:16;3;C0000
dione;06315428;PO7710TO;FO;C;1;2020-11-16 00:47:02;2020-11-16 00:47:05;3;C0020
dione;06315429;PO7710TO;FO;C;1;2020-11-16 00:48:03;2020-11-16 00:48:05;2;C0020
dione;06315430;PO7710TO;FO;C;1;2020-11-16 00:49:02;2020-11-16 00:49:05;3;C0020
dione;06315431;PO7710TO;FO;C;1;2020-11-16 00:50:02;2020-11-16 00:50:05;3;C0020
dione;06315432;PTIMSCFG;FO;9;1;2020-11-16 00:50:03;2020-11-16 00:50:05;2;C0000
dione;06315433;POCP07PV;FO;S;1;2020-11-16 00:50:50;2020-11-16 00:50:54;4;C0000
dione;06315434;PTIMSSTF;FO;9;1;2020-11-16 00:51:03;2020-11-16 00:51:05;2;C0000
dione;06315435;PTIMSSBR;FO;9;1;2020-11-16 00:51:04;2020-11-16 00:51:06;2;C0000
dione;06315436;PO7710TO;FO;C;1;2020-11-16 00:51:05;2020-11-16 00:51:07;2;C0020
dione;06315437;PO7710TO;FO;C;1;2020-11-16 00:52:02;2020-11-16 00:52:04;2;C0020
dione;06315438;PO7710TO;FO;C;1;2020-11-16 00:53:02;2020-11-16 00:53:05;3;C0020
dione;06315439;POCP07PV;FO;S;1;2020-11-16 00:53:51;2020-11-16 00:53:56;5;C0000
dione;06315440;PO7710TO;FO;C;1;2020-11-16 00:54:02;2020-11-16 00:54:05;3;C0020
dione;06315441;PTIMSCFG;FO;9;1;2020-11-16 00:55:03;2020-11-16 00:55:05;2;C0000
dione;06315442;PO7710TO;FO;C;1;2020-11-16 00:55:03;2020-11-16 00:55:06;3;C0020
dione;06315443;PTIMSSTF;FO;9;1;2020-11-16 00:56:03;2020-11-16 00:56:06;3;C0000
dione;06315444;PO7710TO;FO;C;1;2020-11-16 00:56:04;2020-11-16 00:56:06;2;C0020
dione;06315445;PTIMSSBR;FO;9;1;2020-11-16 00:56:05;2020-11-16 00:56:07;2;C0000
dione;06315446;PO7710TO;FO;C;1;2020-11-16 00:57:01;2020-11-16 00:57:04;3;C0020
dione;06315447;PO7710TO;FO;C;1;2020-11-16 00:58:01;2020-11-16 00:58:04;3;C0020
dione;06315448;PO7710TO;FO;C;1;2020-11-16 00:59:02;2020-11-16 00:59:04;2;C0020
dione;06315449;PTIMSCFG;FO;9;1;2020-11-16 01:00:04;2020-11-16 01:00:06;2;C0000
dione;06315450;PO7710TO;FO;C;1;2020-11-16 01:00:05;2020-11-16 01:00:07;2;C0020
dione;06315451;PTCDCCHK;FO;A;1;2020-11-16 01:00:13;2020-11-16 01:00:16;3;C0000
dione;06315452;PTCPA5AL;FO;C;1;2020-11-16 01:00:14;2020-11-16 01:00:46;32;C0000
dione;06315453;PTIMSSBR;FO;9;1;2020-11-16 01:01:02;2020-11-16 01:01:05;3;C0000
dione;06315454;PTIMSSTF;FO;9;1;2020-11-16 01:01:03;2020-11-16 01:01:06;3;C0000
dione;06315455;PO7710TO;FO;C;1;2020-11-16 01:01:05;2020-11-16 01:01:07;2;C0020
dione;06315456;PO7700WB;FO;C;1;2020-11-16 01:01:23;2020-11-16 01:01:26;3;C0000
dione;06315457;PO7710TO;FO;C;1;2020-11-16 01:02:01;2020-11-16 01:02:04;3;C0020
dione;06315458;POCP07PV;FO;S;1;2020-11-16 01:02:09;2020-11-16 01:02:13;4;C0000
dione;06315459;POCP07PV;FO;S;1;2020-11-16 01:02:49;2020-11-16 01:02:52;3;C0000
dione;06315460;PO7710TO;FO;C;1;2020-11-16 01:03:01;2020-11-16 01:03:04;3;C0020
dione;06315461;PO7710TO;FO;C;1;2020-11-16 01:04:01;2020-11-16 01:04:04;3;C0020
dione;06315462;PO7710TO;FO;C;1;2020-11-16 01:05:04;2020-11-16 01:05:07;3;C0020
dione;06315463;PTIMSCFG;FO;9;1;2020-11-16 01:05:05;2020-11-16 01:05:07;2;C0000
dione;06315464;PTIMSSTF;FO;9;1;2020-11-16 01:06:02;2020-11-16 01:06:05;3;C0000
dione;06315465;PO7710TO;FO;C;1;2020-11-16 01:06:04;2020-11-16 01:06:06;2;C0020
dione;06315466;PTIMSSBR;FO;9;1;2020-11-16 01:06:04;2020-11-16 01:06:06;2;C0000
dione;06315467;PO7710TO;FO;C;1;2020-11-16 01:07:01;2020-11-16 01:07:04;3;C0020
dione;06315468;PO7710TO;FO;C;1;2020-11-16 01:08:02;2020-11-16 01:08:05;3;C0020
dione;06315469;PO7710TO;FO;C;1;2020-11-16 01:09:01;2020-11-16 01:09:04;3;C0020
dione;06315470;PO7710TO;FO;C;1;2020-11-16 01:10:03;2020-11-16 01:10:06;3;C0020
dione;06315471;PTIMSCFG;FO;9;1;2020-11-16 01:10:04;2020-11-16 01:10:06;2;C0000
dione;06315472;PO7710TO;FO;C;1;2020-11-16 01:11:03;2020-11-16 01:11:05;2;C0020
dione;06315473;PTIMSSTF;FO;9;1;2020-11-16 01:11:04;2020-11-16 01:11:06;2;C0000
dione;06315474;PTIMSSBR;FO;9;1;2020-11-16 01:11:04;2020-11-16 01:11:06;2;C0000
dione;06315475;PO7700WB;FO;C;1;2020-11-16 01:11:39;2020-11-16 01:11:43;4;C0000
dione;06315476;PO7710TO;FO;C;1;2020-11-16 01:12:01;2020-11-16 01:12:04;3;C0020
dione;06315477;PO7710TO;FO;C;1;2020-11-16 01:13:02;2020-11-16 01:13:05;3;C0020
dione;06315478;PO7710TO;FO;C;1;2020-11-16 01:14:02;2020-11-16 01:14:04;2;C0020
dione;06315479;PO7710TO;FO;C;1;2020-11-16 01:15:02;2020-11-16 01:15:05;3;C0020
dione;06315480;PTIMSCFG;FO;9;1;2020-11-16 01:15:03;2020-11-16 01:15:05;2;C0000
dione;06315481;PTCDCCHK;FO;A;1;2020-11-16 01:15:10;2020-11-16 01:15:12;2;C0000
dione;06315482;PO7710TO;FO;C;1;2020-11-16 01:16:03;2020-11-16 01:16:05;2;C0020
dione;06315483;PTIMSSTF;FO;9;1;2020-11-16 01:16:03;2020-11-16 01:16:05;2;C0000
dione;06315484;PTIMSSBR;FO;9;1;2020-11-16 01:16:03;2020-11-16 01:16:06;3;C0000
dione;06315485;PO7710TO;FO;C;1;2020-11-16 01:17:02;2020-11-16 01:17:04;2;C0020
dione;06315486;PO7710TO;FO;C;1;2020-11-16 01:18:02;2020-11-16 01:18:04;2;C0020
dione;06315487;PO7710TO;FO;C;1;2020-11-16 01:19:02;2020-11-16 01:19:04;2;C0020
dione;06315488;PTIMSCFG;FO;9;1;2020-11-16 01:20:03;2020-11-16 01:20:05;2;C0000
dione;06315489;PO7710TO;FO;C;1;2020-11-16 01:20:03;2020-11-16 01:20:06;3;C0020
dione;06315490;POCP07PV;FO;S;1;2020-11-16 01:20:16;2020-11-16 01:20:20;4;C0000
dione;06315491;POCP07PV;FO;S;1;2020-11-16 01:21:17;2020-11-16 01:21:20;3;C0000
dione;06315492;PTIMSSBR;FO;9;1;2020-11-16 01:21:03;2020-11-16 01:21:05;2;C0000
dione;06315493;PO7710TO;FO;C;1;2020-11-16 01:21:04;2020-11-16 01:21:06;2;C0020
dione;06315494;PTIMSSTF;FO;9;1;2020-11-16 01:21:04;2020-11-16 01:21:06;2;C0000
dione;06315495;PO7710TO;FO;C;1;2020-11-16 01:22:02;2020-11-16 01:22:05;3;C0020
dione;06315496;PO7710TO;FO;C;1;2020-11-16 01:23:02;2020-11-16 01:23:05;3;C0020
dione;06315497;PO7700WB;FO;C;1;2020-11-16 01:23:21;2020-11-16 01:23:24;3;C0000
dione;06315498;PO7710TO;FO;C;1;2020-11-16 01:24:02;2020-11-16 01:24:05;3;C0020
dione;06315499;PO7710TO;FO;C;1;2020-11-16 01:25:03;2020-11-16 01:25:05;2;C0020
dione;06315500;PTIMSCFG;FO;9;1;2020-11-16 01:25:04;2020-11-16 01:25:06;2;C0000
dione;06315501;PTIMSSBR;FO;9;1;2020-11-16 01:26:02;2020-11-16 01:26:05;3;C0000
dione;06315502;PTIMSSTF;FO;9;1;2020-11-16 01:26:03;2020-11-16 01:26:05;2;C0000
dione;06315503;PO7710TO;FO;C;1;2020-11-16 01:26:03;2020-11-16 01:26:06;3;C0020
dione;06315504;PO7700WB;FO;C;1;2020-11-16 01:26:41;2020-11-16 01:26:44;3;C0000
dione;06315505;PO7710TO;FO;C;1;2020-11-16 01:27:03;2020-11-16 01:27:05;2;C0020
dione;06315506;PO7710TO;FO;C;1;2020-11-16 01:28:02;2020-11-16 01:28:05;3;C0020
dione;06315507;PO7710TO;FO;C;1;2020-11-16 01:29:02;2020-11-16 01:29:04;2;C0020
dione;06315508;PO7710TO;FO;C;1;2020-11-16 01:30:02;2020-11-16 01:30:05;3;C0020
dione;06315509;PTIMSCFG;FO;9;1;2020-11-16 01:30:03;2020-11-16 01:30:05;2;C0000
dione;06315510;PTCDCCHK;FO;A;1;2020-11-16 01:30:11;2020-11-16 01:30:13;2;C0000
dione;06315511;PTIMSSBR;FO;9;1;2020-11-16 01:31:02;2020-11-16 01:31:04;2;C0000
dione;06315512;PO7710TO;FO;C;1;2020-11-16 01:31:03;2020-11-16 01:31:05;2;C0020
dione;06315513;PTIMSSTF;FO;9;1;2020-11-16 01:31:04;2020-11-16 01:31:06;2;C0000
dione;06315514;PO7710TO;FO;C;1;2020-11-16 01:32:02;2020-11-16 01:32:04;2;C0020
dione;06315515;PO7710TO;FO;C;1;2020-11-16 01:33:02;2020-11-16 01:33:04;2;C0020
dione;06315516;PO7710TO;FO;C;1;2020-11-16 01:34:02;2020-11-16 01:34:04;2;C0020
dione;06315517;PTIMSCFG;FO;9;1;2020-11-16 01:35:03;2020-11-16 01:35:05;2;C0000
dione;06315518;PO7710TO;FO;C;1;2020-11-16 01:35:04;2020-11-16 01:35:06;2;C0020
dione;06315519;PO7710TO;FO;C;1;2020-11-16 01:36:03;2020-11-16 01:36:05;2;C0020
dione;06315520;PTIMSSTF;FO;9;1;2020-11-16 01:36:03;2020-11-16 01:36:06;3;C0000
dione;06315521;PTIMSSBR;FO;9;1;2020-11-16 01:36:04;2020-11-16 01:36:06;2;C0000
dione;06315522;PO7710TO;FO;C;1;2020-11-16 01:37:01;2020-11-16 01:37:03;2;C0020
dione;06315523;PO7710TO;FO;C;1;2020-11-16 01:38:02;2020-11-16 01:38:05;3;C0020
dione;06315524;PO7710TO;FO;C;1;2020-11-16 01:39:02;2020-11-16 01:39:04;2;C0020
dione;06315525;PO7710TO;FO;C;1;2020-11-16 01:40:03;2020-11-16 01:40:05;2;C0020
dione;06315526;PTIMSCFG;FO;9;1;2020-11-16 01:40:03;2020-11-16 01:40:06;3;C0000
dione;06315527;PTIMSSBR;FO;9;1;2020-11-16 01:41:03;2020-11-16 01:41:05;2;C0000
dione;06315528;PO7710TO;FO;C;1;2020-11-16 01:41:04;2020-11-16 01:41:06;2;C0020
dione;06315529;PTIMSSTF;FO;9;1;2020-11-16 01:41:04;2020-11-16 01:41:07;3;C0000
dione;06315530;PO7710TO;FO;C;1;2020-11-16 01:42:02;2020-11-16 01:42:05;3;C0020
dione;06315531;PO7710TO;FO;C;1;2020-11-16 01:43:03;2020-11-16 01:43:05;2;C0020
dione;06315532;PO7710TO;FO;C;1;2020-11-16 01:44:02;2020-11-16 01:44:05;3;C0020
dione;06315533;PO7710TO;FO;C;1;2020-11-16 01:45:04;2020-11-16 01:45:06;2;C0020
dione;06315534;PTIMSCFG;FO;9;1;2020-11-16 01:45:04;2020-11-16 01:45:07;3;C0000
dione;06315535;PTCDCCHK;FO;A;1;2020-11-16 01:45:09;2020-11-16 01:45:11;2;C0000
dione;06315536;PO7710TO;FO;C;1;2020-11-16 01:46:03;2020-11-16 01:46:06;3;C0020
dione;06315537;PTIMSSTF;FO;9;1;2020-11-16 01:46:03;2020-11-16 01:46:06;3;C0000
dione;06315538;PTIMSSBR;FO;9;1;2020-11-16 01:46:05;2020-11-16 01:46:07;2;C0000
dione;06315539;PO7700WB;FO;C;1;2020-11-16 01:46:45;2020-11-16 01:46:48;3;C0000
dione;06315540;PO7710TO;FO;C;1;2020-11-16 01:47:02;2020-11-16 01:47:05;3;C0020
dione;06315541;PO7710TO;FO;C;1;2020-11-16 01:48:03;2020-11-16 01:48:06;3;C0020
dione;06315542;PO7710TO;FO;C;1;2020-11-16 01:49:03;2020-11-16 01:49:05;2;C0020
dione;06315543;PTIMSCFG;FO;9;1;2020-11-16 01:50:03;2020-11-16 01:50:05;2;C0000
dione;06315544;PO7710TO;FO;C;1;2020-11-16 01:50:03;2020-11-16 01:50:06;3;C0020
dione;06315545;PO7710TO;FO;C;1;2020-11-16 01:51:04;2020-11-16 01:51:06;2;C0020
dione;06315546;PTIMSSTF;FO;9;1;2020-11-16 01:51:04;2020-11-16 01:51:06;2;C0000
dione;06315547;PTIMSSBR;FO;9;1;2020-11-16 01:51:13;2020-11-16 01:51:15;2;C0000
dione;06315548;PO7710TO;FO;C;1;2020-11-16 01:52:02;2020-11-16 01:52:04;2;C0020
dione;06315549;PO7710TO;FO;C;1;2020-11-16 01:53:02;2020-11-16 01:53:04;2;C0020
dione;06315550;PO7710TO;FO;C;1;2020-11-16 01:54:03;2020-11-16 01:54:05;2;C0020
dione;06315551;PO7710TO;FO;C;1;2020-11-16 01:55:03;2020-11-16 01:55:05;2;C0020
dione;06315552;PTIMSCFG;FO;9;1;2020-11-16 01:55:03;2020-11-16 01:55:06;3;C0000
dione;06315553;PTIMSSBR;FO;9;1;2020-11-16 01:56:03;2020-11-16 01:56:06;3;C0000
dione;06315554;PO7710TO;FO;C;1;2020-11-16 01:56:04;2020-11-16 01:56:07;3;C0020
dione;06315555;PTIMSSTF;FO;9;1;2020-11-16 01:56:04;2020-11-16 01:56:07;3;C0000
dione;06315556;PO7710TO;FO;C;1;2020-11-16 01:57:02;2020-11-16 01:57:04;2;C0020
dione;06315557;PO7700WB;FO;C;1;2020-11-16 01:57:21;2020-11-16 01:57:23;2;C0000
dione;06315558;PO7710TO;FO;C;1;2020-11-16 01:58:02;2020-11-16 01:58:04;2;C0020
dione;06315559;PO7710TO;FO;C;1;2020-11-16 01:59:02;2020-11-16 01:59:04;2;C0020
dione;06315560;PO7710TO;FO;C;1;2020-11-16 02:00:04;2020-11-16 02:00:06;2;C0020
dione;06315561;PTIMSCFG;FO;9;1;2020-11-16 02:00:04;2020-11-16 02:00:06;2;C0000
dione;06315562;PTCDCCHK;FO;A;1;2020-11-16 02:00:13;2020-11-16 02:00:15;2;C0000
dione;06315563;PO7710TO;FO;C;1;2020-11-16 02:01:03;2020-11-16 02:01:06;3;C0020
dione;06315564;PTIMSSTF;FO;9;1;2020-11-16 02:01:04;2020-11-16 02:01:07;3;C0000
dione;06315565;PTIMSSBR;FO;9;1;2020-11-16 02:01:05;2020-11-16 02:01:07;2;C0000
dione;06315566;PTATTPST;FO;A;1;2020-11-16 02:01:59;2020-11-16 02:15:55;836;C0000
dione;06315567;PO7710TO;FO;C;1;2020-11-16 02:02:02;2020-11-16 02:02:04;2;C0020
dione;06315568;PTATBFLC;FO;X;1;2020-11-16 02:02:47;2020-11-16 02:02:55;8;C0000
dione;06315569;PTATBFLC;FO;X;1;2020-11-16 02:02:47;2020-11-16 02:02:55;8;C0000
dione;06315570;PTATBFLC;FO;X;1;2020-11-16 02:02:48;2020-11-16 02:02:55;7;C0000
dione;06315571;PTATBFLC;FO;X;1;2020-11-16 02:02:49;2020-11-16 02:02:55;6;C0000
dione;06315572;PTATBFLC;FO;X;1;2020-11-16 02:02:50;2020-11-16 02:02:55;5;C0000
dione;06315573;PTATBFLC;FO;X;1;2020-11-16 02:02:50;2020-11-16 02:02:56;6;C0000
dione;06315574;PTATBFLC;FO;X;1;2020-11-16 02:02:51;2020-11-16 02:02:56;5;C0000
dione;06315575;PTATBFLC;FO;X;1;2020-11-16 02:02:52;2020-11-16 02:02:57;5;C0000
dione;06315576;PTATBFLC;FO;X;1;2020-11-16 02:02:52;2020-11-16 02:02:57;5;C0000
dione;06315577;PTATBFLC;FO;X;1;2020-11-16 02:02:52;2020-11-16 02:02:57;5;C0000
dione;06315578;PO7710TO;FO;C;1;2020-11-16 02:03:02;2020-11-16 02:03:04;2;C0020
dione;06315579;PTATBLGC;FO;X;1;2020-11-16 02:03:26;2020-11-16 02:03:38;12;C0000
dione;06315580;PTATBLGC;FO;X;1;2020-11-16 02:03:26;2020-11-16 02:03:38;12;C0000
dione;06315581;PTATBLGC;FO;X;1;2020-11-16 02:03:27;2020-11-16 02:03:39;12;C0000
dione;06315582;PTATBLGC;FO;X;1;2020-11-16 02:03:28;2020-11-16 02:03:36;8;C0000
dione;06315583;PTATBLGC;FO;X;1;2020-11-16 02:03:28;2020-11-16 02:03:40;12;C0000
dione;06315584;PTATBLGC;FO;X;1;2020-11-16 02:03:29;2020-11-16 02:03:40;11;C0000
dione;06315585;PTATBLGC;FO;X;1;2020-11-16 02:03:29;2020-11-16 02:03:38;9;C0000
dione;06315586;PTATBLGC;FO;X;1;2020-11-16 02:03:30;2020-11-16 02:03:40;10;C0000
dione;06315587;PTATBLGC;FO;X;1;2020-11-16 02:03:30;2020-11-16 02:03:40;10;C0000
